idgruplac,verificado,tipo,nombre,lugar,revista,issn,fecha,volumen,fasciculo,paginas,autores
00000000010589,True,Revista de divulgación,Arquitectura y habitabilidad. Refugio de emergencia,Colombia,Encuentro Nacional de Semilleros de Investigación Sector Construción,2590-6771,2017,1,,41 - 56,LORENA VILLAQUIRAN LOPEZ
00000000002175,True,Revista de divulgación,De la gubernamentalidad de dominio sobre el alma a la gubernamentalidad de dominio sobre la vida: un análisis desde Michel Foucault,Colombia,Revista Vertientes,2665-4725,2021,,5,9 - 20,JORGE ALBERTO LOPEZ GUZMAN
00000000010589,True,Revista de divulgación,"Reflexiones para la construcción de resiliencia territorial, a través del diseño de vivienda social en el posconflicto Popayán-Colombia",España,Edicions Upc,1579-4431,2019,31,,417 - 433,LILIANA VARGAS AGREDO
00000000009075,True,Revista de divulgación,Estrategias de Comunicación efectiva para el fortalecimiento de la identidad cultural en el resguardo indígena de Paniquitá,,Revista de Psicología de la Universidad Nacional de San Agustín,2523-2746,2018,2,1,9 - 20,"HERIBERTO GALEANO TRILLERAS, MARTHA ISABEL LASSO QUINTERO"
00000000000592,True,Revista de divulgación,CARACTERIZACIÓN Y EVALUACIÓN DE SUSTENTABILIDAD DE LA SEGURIDAD Y SOBERANÍA ALIMENTARIA EN FINCAS CAFICULTURAS DEL DEPARTAMENTO DEL CAUCA,Chile,Espacio Regional: Revista De Estudios Sociales,0718-1604,2016,1,,105 - 116,"YADY ELIANA HERNANDEZ SILVA, LUIS ALFREDO LONDONO VELEZ"
00000000001221,True,Revista de divulgación,Maltrato Infantil en la Familia: Mas allá de la evidencia,Colombia,(2216-0787) Reflexiones Desde La Academia,2216-0787,2014,10,,65 - 76,"LUZ ANGELICA REBELLON MENDEZ, CARMEN BEATRIZ GUERRERO ESCOBAR, JAIME ALBERTO RESTREPO SOTO, MARIA CRISTINA PALACIO VALENCIA"
00000000001221,True,Revista de divulgación,INTELIGENCIAS MÚLTIPLES Y COMPETENCIAS EMOCIONALES EN ESTUDIANTES UNIVERSITARIOS,España,Revista Campo Abierto,1690-8880,2018,37,,1 - 18,"FABIO CESAR CASTANO GONZALEZ, YINA MARCELA TOCOCHE PARDO"
00000000001221,True,Revista de divulgación,Estudio transversal sobre consumo de sustancias psicoactivas y prevalencia de trastornos en adolescentes escolarizados,Colombia,Drugs And Addictive Behavior,2463-1779,2018,3,,1 - 23,"LUIS EDUARDO RUANO IBARRA, FABIO CESAR CASTANO GONZALEZ"
00000000009075,True,Revista de divulgación,El rendimiento academico un fenomeno de multiples relaciones y complejidades.,Colombia,Revista Vanguardia Psicológica Clínica Teórica Y Práctica,2216-0701,2012,2,2,144 - 172,OSCAR ARMANDO ERAZO SANTANDER
00000000009075,True,Revista de divulgación,"La intimidacion escolar, actores y caracteristicas",Colombia,Revista Vanguardia Psicológica Clínica Teórica Y Práctica,2216-0701,2012,3,1,80 - 102,OSCAR ARMANDO ERAZO SANTANDER
00000000009075,True,Revista de divulgación,Bullying en Popayan. Un Fenomeno Escolar,Estados Unidos,Popayan 3.0,2256-2192,2012,1,,15 - 20,OSCAR ARMANDO ERAZO SANTANDER
00000000009075,True,Revista de divulgación,EDUCACION PARA LA SALUD EN PROGRAMAS DE CONTROL PRENATAL DE LA EMPRESA SOCIAL DEL ESTADO POPAYÁN-CAUCA,Colombia,Conciencia Revista Multidisciplinaria,2256-1625,2014,4,,119 - 138,BIBIANA EDIVEY CASTRO FRANCO
00000000009075,True,Revista de divulgación,"La investigacion y las practicas profesionales, principios en la formacion en psicologia de la FUP",Colombia,Conciencia Revista Multidisciplinaria,2256-1625,2014,4,,84 - 117,OSCAR ARMANDO ERAZO SANTANDER
00000000009075,True,Revista de divulgación,Una comprensión psicoanalítica tradicional de las organizaciones psicóticas: una mirada histórica sobre los postulados de Juan David Nasio y Michel Ledoux,Colombia,Conciencia Revista Multidisciplinaria,2256-1625,2015,5,,103 - 115,MARIA DE LOS ANGELES CALVO ECHEVERRI
00000000009075,True,Revista de divulgación,"Descripción del riesgo y deficiencia de la integración sensorial, aprendizaje, afectividad y conducta, en estudiantes de primaria de un colegio oficial",Colombia,Enfoques,2539-1445,2015,2,1,1 - 27,OSCAR ARMANDO ERAZO SANTANDER
00000000009075,True,Revista de divulgación,"Bajo rendimiento y problemas de aprendizaje: concepto, clasificacion e intervencion (revision conceptual).",Colombia,Conciencia Revista Multidisciplinaria,2256-1625,2016,6,,10 - 22,OSCAR ARMANDO ERAZO SANTANDER
00000000009075,True,Revista de divulgación,Elementos para la comprension del trastorno de espectro autista.,Colombia,Poiésis: Revista Electrónica de Psicología Social,1692-0945,2016,31,,51 - 63,OSCAR ARMANDO ERAZO SANTANDER
00000000004639,True,Revista de divulgación,El sinjugar laborioso del juego: la otra mirada,Colombia,"Revista De Investigación Cuerpo, Cultura Y Movimiento.",2248-4418,2020,10,,51 - 67,ROBINSON MENESES LLANOS
00000000009075,True,Revista de divulgación,"Generaciones Increíbles apuestas por la transformación social en el sector Santo Domingo - Popayán, Cauca",,Colegio Colombiano de Psicólogos,2590-5880,2018,4,,10 - 25,"HERIBERTO GALEANO TRILLERAS, MARTHA ISABEL LASSO QUINTERO, DIANA SAMULEWITSCH SANCLEMENTE"
00000000009075,True,Revista de divulgación,"PERCEPCION DEL DESEMPEÑO PROFESIONAL, ACADEMICO Y SOCIAL DE LA PRACTICA PEDAGOGICA INVESTIGATIVA: UNA EXPERIENCIA DE LA UNIVERSIDAD CATOLICA DE MANIZALES-UCM",España,Revista Prácticum,2530-4550,2018,3,2,22 - 40,"MAYERLY ZULAY RUIZ TORRES, LILIANA PATRICIA RESTREPO VALENCIA, JORGE IVAN ZULUAGA GIRALDO"
00000000009075,True,Periódico de noticias,Representaciones sociales del rol docente y de sus prácticas pedagógicas del profesorado de psicología de la Fundación Universitaria de Popayán,Colombia,Taller De Forja,2339-4560,2019,5,,84 - 87,"ELIANA ANDREA URBANO CALDAS, CLAUDIA LORENA BURBANO GARCIA, STEVEN DAVID LLANTEN QUINONES"
00000000009075,True,Revista de divulgación,Consumo de drogas en adolescentes. Una reflexión conceptual.,Colombia,"Cultura, Educación, Sociedad - Ces",2389-7724,2019,10,1,53 - 66,OSCAR ARMANDO ERAZO SANTANDER
00000000000592,True,Periódico de noticias,Popayán Ciudad Lenta,Colombia,Peródico De Pensamiento Universitario Para La Sociedad. Universidad Del Cauca.,1909-3195,2008,13,,2 - 2,LUIS ALFREDO LONDONO VELEZ
00000000002161,True,Revista de divulgación,Meningoencefalitis por herpes simple: una visión de la infección viral que causa el mayor compromiso cerebral,Colombia,Repertorio de Medicina y Cirugia,0121-7372,2020,1,,1 - 9,"ANDRES FELIPE ERAZO NARVAEZ, LEON SANTIAGO DIEZ CHAMORRO, GIOVANNI ANDRES ORDONEZ RUIZ, VICTORIA EUGENIA NINO CASTANO"
00000000002178,True,Revista de divulgación,Huacakiruna Gente Pensamiento Creación. Formas de conceptualización filosófica presentes en el Pensamiento Amerindio,Chile,Uturungu Achachi. Revista De Pueblos Y Culturas Originarios,0719-1294,2013,2,2,64 - 73,MARIO MARINO MADRONERO MORILLO
00000000008150,True,Periódico de noticias,New Constructions of Sonar Sequences,India,International Journal Of Basic & Applied Sciences,2077-1223,2014,14,1,12 - 16,"CARLOS ALBERTO TRUJILLO SOLARTE, DIEGO FERNANDO RUIZ SOLARTE, NIDIA YADIRA CAICEDO BRAVO"
00000000008150,True,Revista de divulgación,El reto de SIGMA,Colombia,Revista Sigma [Electronic Only],2027-064X,2018,13,1,47 - 49,"CATALINA MARIA RUA ALVAREZ, JOHN HERMES CASTILLO GOMEZ"
00000000008150,True,Revista de divulgación,El reto de SIGMA,Colombia,Revista Sigma [Electronic Only],2027-064X,2019,14,1,58 - 61,"JOHN HERMES CASTILLO GOMEZ, CATALINA MARIA RUA ALVAREZ"
00000000002161,True,Revista de divulgación,"Lipoma Esofágico Gigante, Reporte de un Caso y Revisión de la Literatura",,Revista Colombiana de Patología,2665-4008,2019,1,3,16 - 21,JAIME ANTONIO ALVAREZ SOLER
00000000000592,True,Revista de divulgación,Diseño de un curso MOOC como estrategia para fortalecer las sinergias comunitarias en las zonas rurales,Colombia,Revista Ingeniería E Innovación,2346-0474,2019,7,1,28 - 36,"JOSE FERNANDO GRASS RAMIREZ, MAYRA ROXANA SOLARTE MONTOYA"
00000000007096,True,Periódico de noticias,"Ecosistema de emprendimiento para empresas de base tecnologica, análisis y perspectivas en experiencia Cauca, Colombia.",Chile,Revista Universitaria Ruta,0719-5990,2014,16,,1 - 22,WILFRED FABIAN RIVERA MARTINEZ
00000000015254,True,Revista de divulgación,Experiencias exitosas de asociatividad: un caso de empoderamiento de las mujeres rurales y equidad de género en cadenas de valor agrícola,Colombia,Novedades Colombianas,2145-5236,2020,15,1,71 - 96,"JUAN DIEGO OTERO SARMIENTO, CLARA MILENA CONCHA LOZADA, CARLOS ANDRES DURAN ENRIQUEZ"
00000000015254,True,Revista de divulgación,Factores inhibidores del aprendizaje del inglés y su incidencia en tres centros de formación del SENA.,Colombia,RUTAS DE FORMACIÓN PRÁCTICAS Y EXPERIENCIAS,2463-1388,2020,10,,21 - 34,SHIRLEY PATRICIA ESCALANTE DOMINGUEZ
00000000003212,True,Revista de divulgación,Marketing político: debilidades teóricas y metodológicas,Colombia,Perspectivas,2011-7345,2015,7,,59 - 67,LEIDY CONSUELO TORRES COLLAZOS
00000000003212,True,Revista de divulgación,Fogón de negros. Un breve recorrido de la gastronomía del Pacífico colombiano,,Arcadia,1900-589X,2018,154,,42 - 43,MARCELA ALEJANDRA VALLEJO QUINTERO
00000000003212,True,Revista de divulgación,¡El verde abortista es también transfeminista!,Colombia,Revista Ácida,2711-4872,2020,1,,14 - 18,YINNA ISABEL ORTIZ ORDONEZ
00000000003212,True,Revista de divulgación,"¿Nacido en el gueto¿. Un análisis del concepto de gueto en las canciones de tres grupos de rap del barrio Charco Azul, Cali",,CAJA DE HERRAMIENTAS,2745-1070,2020,1,,6 - 28,MARCELA ALEJANDRA VALLEJO QUINTERO
00000000003212,True,Revista de divulgación,'A mí me interesa saber por qué los hombres violan'. Una investigación en colaboración sobre la violencia sexual hacia mujeres y niñas en el norte del Cauca desde la perspectiva de los hombres,Colombia,Patacritica,2248-6909,2020,4,,14 - 39,"WILLIAM LOPEZ FERNANDEZ, MARCELA AMADOR OSPINA"
00000000002127,True,Revista de divulgación,REACCIONES MULTICOMPONENTE EN LA SÍNTESIS DE PIRROLES A TRAVÉS DE PROCESOS DE BAJO IMPACTO AMBIENTAL,Argentina,Investigación Joven,2314-3991,2016,3,,30 - 34,"YENIFFER USURIAGA MULATO, OMAR MIGUEL PORTILLA ZUNIGA"
00000000002175,True,Revista de divulgación,Hacia una etnografía del mercado laboral para los antropólogos y antropólogas en Colombia,Colombia,Revista Ciencias Y Humanidades,2462-9367,2020,11,11,171 - 199,JORGE ALBERTO LOPEZ GUZMAN
00000000000592,True,Revista de divulgación,"El Sistema Participativo de Garantías (SPG) como estrategia administrativa en los territorios rurales cafeteros del Cauca, Colombia",Colombia,Revista Estrategia Organizacional,2539-2786,2021,10,1,1 - 10,"JOSE FERNANDO GRASS RAMIREZ, MAYRA ROXANA SOLARTE MONTOYA"
00000000000592,True,Revista de divulgación,El Sistema Participativo de Garantías (SPG) como estrategia de los territorios rurales cafeteros del Cauca para romper las inercias en certificación y comercialización de productos agropecuarios,Colombia,Revista Estrategia Organizacional,2539-2786,2020,10,1,1 - 20,"MAYRA ROXANA SOLARTE MONTOYA, JOSE FERNANDO GRASS RAMIREZ"
00000000000619,True,Revista de divulgación,NEUROFIBROMATOSIS TIPO II VARIEDAD WISHART DYSMORPHOLOGY,Colombia,Latin American Journal Of Dysmorphology - Lajd,2145-0692,2011,5,,26 - 36,TOMAS OMAR ZAMORA BASTIDAS
00000000000619,True,Periódico de noticias,DEGENARACION COMBINADA SUBAGUDA,Colombia,Revista Medicina,0120-5498,2012,34,,104 - 118,TOMAS OMAR ZAMORA BASTIDAS
00000000000619,True,Revista de divulgación,MALFORMACIONES CEREBRALES CONGENITAS. PRONOSTICO INESPERADO,Colombia,Revista Medicina,0120-5498,2013,35,,264 - 271,TOMAS OMAR ZAMORA BASTIDAS
00000000000619,True,Revista de divulgación,"MIXOMA, MANIFESTACIONES NEUROLOGICAS Y REUMATOLOGICAS",Uruguay,Revista Uruguaya De Cardiologia,1688-0420,2013,38,,116 - 121,TOMAS OMAR ZAMORA BASTIDAS
00000000000619,True,Revista de divulgación,Detección de anticuerpos anticisticerco en pacientes que asistieron a consulta médica durante el periodo 2009-2010,Colombia,Revista Cientifica De Unincca,0122-6150,2013,18,1,79 - 93,LUIS REINEL VASQUEZ ARTEAGA
00000000000619,True,Revista de divulgación,CRIPTOCOCOSIS CEREBRAL: ANALISIS DE 12 CASOS Y REVISIÓN DE LA LITERATURA.,Colombia,Revista Medicina,0120-5498,2013,35,,104 - 122,TOMAS OMAR ZAMORA BASTIDAS
00000000000619,True,Revista de divulgación,TUBERCULOSIS VERTEBRAL Y COMPRENSIÓN DE MÉDULA ESPINAL,Colombia,Revista Medicina,0120-5498,2014,36,,158 - 164,TOMAS OMAR ZAMORA BASTIDAS
00000000000619,True,Revista de divulgación,"Correlación funcional del sistema límbico con la emoción, el aprendizaje y la memoria",Colombia,Morfolia,2011-9860,2015,7,2,1 - 16,"LUISA FERNANDA ZUNIGA CERON, TOMAS OMAR ZAMORA BASTIDAS"
00000000000619,True,Revista de divulgación,Detección molecular de Toxoplasma gondii en gestantes del departamento del Cauca Colombia,Colombia,Revista De Investigación Cientifica,1870-8196,2015,9,supl2,242 - 252,LUIS REINEL VASQUEZ ARTEAGA
00000000000619,True,Revista de divulgación,La abrumadora evidencia en la patología cardiovascular,Colombia,Morfolia,2011-9860,2016,8,2,25 - 37,"LUISA FERNANDA ZUNIGA CERON, ANGELA PATRICIA MEDINA ORTEGA, DAVID LOPEZ VALENCIA, JHAN SEBASTIAN SAAVEDRA TORRES"
00000000000619,True,Periódico de noticias,Situación del parasitismo intestinal en preescolares de un hogar infantil,Colombia,Medicina & Laboratorio,2500-7106,2017,23,,573 - 584,LUIS REINEL VASQUEZ ARTEAGA
00000000003625,True,Revista de divulgación,RedPacíficoCyT: Una propuesta de articulación interregional.,Colombia,Colombia Ciencia Y Tecnología,0120-5595,2002,19,,31 - 40,GUILLERMO ENRIQUE SANTACRUZ RUIZ
00000000003625,True,Revista de divulgación,Adaptación de un modelo para caracterizar los procesos de gestión de la innovación en las empresas del sector tic de la ciudad de Popayán,Chile,Revista Electrónica Gestión de las Personas y Tecnología,0718-5693,2013,6,,14 - 26,YURY YOHANA CASTILLO MOLINA
00000000003625,True,Revista de divulgación,Tucan 3G: Construcción de un modelo de negocio de telefonía viable para zonas rurales apartadas,Brasil,Revista Brasileira De Planejamento E Desenvolvimento,2317-2363,2015,4,,171 - 187,"CESAR AUGUSTO GOMEZ VILLAMARIN, OMAIRA CALVO GIRALDO, YURY YOHANA CASTILLO MOLINA"
00000000003625,True,Revista de divulgación,Propuesta de un modelo para gestionar la innovación abierta en los Núcleos de Innovación del Cauca- Colombia,Chile,Revista Electrónica Gestión de las Personas y Tecnología,0718-5693,2016,9,,72 - 85,YURY YOHANA CASTILLO MOLINA
00000000017064,True,Revista de divulgación,Geopolítica de la biodiversidad: el caso de las patentes de invención en Colombia 1993-2014,Ecuador,Letras Verdes,1390-6631,2017,21,,92 - 110,JORGE ALBERTO LOPEZ GUZMAN
00000000017064,True,Revista de divulgación,Mujeres y Construcción de Paz en Colombia. El cambio del referencial en la acción pública en los acuerdos para la terminación del conflicto,Colombia,CoPaLa,2500-8870,2019,7,,63 - 77,MARIA CRISTINA GUEVARA ASTUDILLO
00000000017064,True,Revista de divulgación,AUGE Y DECADENCIA DEL NARCOTRÁFICO EN CALI: EL SICARIATO COMO FORMA DE CONTROL ILEGAl,Colombia,Cultura Y Droga,2590-7840,2019,28,24,159 - 177,"ANA MARIA BETANCOURT LEDEZMA, JOHN ALEXANDER CASTILLO GARCES"
00000000004638,True,Revista de divulgación,REACCIONES MULTICOMPONENTE EN LA SÍNTESIS DE PIRROLES A TRAVÉS DE PROCESOS DE BAJO IMPACTO AMBIENTAL,Argentina,Investigación Joven,2314-3991,2016,3,,30 - 34,"YENIFFER USURIAGA MULATO, OMAR MIGUEL PORTILLA ZUNIGA"
00000000002161,True,Revista de divulgación,"Adenomatoid uterine tube tumor, case report and literature review",Colombia,Revista Médica De Risaralda,0122-0667,2019,1,,1 - 4,"JINA PAOLA BURBANO OBANDO, HAROLD JOFRE BOLANOS BRAVO"
00000000002161,True,Revista de divulgación,"Sífilis ocular en población con VIH en México, una presentación emergente",,Revista Medica Md,2007-2953,2018,9,4,327 - 333,VICTOR HUGO LOZANO FERNANDEZ
00000000000095,True,Revista de divulgación,Cambios necesarios en la biblioteca de salud,Colombia,Revista De La Facultad Ciencias De La Salud,0124-308X,2012,14,2,6 - 7,MARIO FRANCISCO DELGADO NOGUERA
00000000000095,True,Periódico de noticias,RECLASIFICACION EN EL SISTEMA PUBLINDEZ DE COLCIENCIAS Y PUBLICACION DEL PRIMER ENSAYO CLINICO CONTROLADO: DOS MOTIVOS PARA CELEBRAR EN LA REVISTA DE LA FACULTAD CIENCIAS DE LA SALUD.,Colombia,Revista De La Facultad Ciencias De La Salud,0124-308X,2013,15,2,6 - 6,MARIO FRANCISCO DELGADO NOGUERA
00000000000095,True,Revista de divulgación,Prevalencia de factores de riesgo para parálisis cerebral infantil en dos centros de atención de Popayán.,Colombia,Pediatria,0120-4912,2013,46,2,56 - 62,MARIO FRANCISCO DELGADO NOGUERA
00000000000095,True,Periódico de noticias,CORTICOESTEROIDES EN ARTRITIS SÉPTICA EN NIÑOS,Colombia,Revista De La Facultad Ciencias De La Salud,0124-308X,2013,15,2,26 - 29,"MARIO FRANCISCO DELGADO NOGUERA, JESSICA MARIA FORERO DELGADILLO, ALEXIS ANTONIO FRANCO MORENO"
00000000000095,True,Periódico de noticias,"Transformación e industrialización de la quinua en el sector agroalimentario de Ecuador, Colombia, Peru y Bolivia",Colombia,Conciencia Revista Multidisciplinaria,2256-1625,2014,3,,152 - 164,"ALEJANDRA MARIA RODRIGUEZ GUARIN, MARIO GERMAN ENRIQUE COLLAZOS, CLAUDIA LORENA CERON FERNANDEZ"
00000000000095,True,Revista de divulgación,"Estrategias metodológicas de aprendizaje sobre buenas prácticas de manufactura dirigidas a las manipuladoras de alimentos de los restaurantes escolares del municipio de Popayán, Cauca",Colombia,Conciencia Revista Multidisciplinaria,2256-1625,2014,3,,140 - 152,"ALEJANDRA MARIA RODRIGUEZ GUARIN, JISEL GABRIELA SOLARTE VARGAS"
00000000000095,True,Revista de divulgación,"QUEMADURAS EN MENORES DE CINCO AÑOS EN POPAYÁN, COLOMBIA: CREENCIAS, CONOCIMIENTOS Y PRÁCTICAS.",Colombia,Pediatria,0120-4912,2015,48,1,21 - 26,"MARIO FRANCISCO DELGADO NOGUERA, ANDREA CONSTANZA SALAS MESIAS, ANGELA MARIA MERCHAN GALVIS, OSCAR EDUARDO CASTRO DELGADO, MARCO FIDEL SIERRA ZUNIGA"
00000000000095,True,Revista de divulgación,EVALUACIÓN DE LA CALIDAD DE LAS GUÍAS COLOMBIANAS DE PRÁCTICA CLÍNICA EN PEDIATRÍA,Colombia,Pediatria,0120-4912,2015,48,,87 - 93,"ANDRY YASMID MERA MAMIAN, ANGELA MARIA MERCHAN GALVIS, DIANA MARCELA MUNOZ MANQUILLO, JOSE ANDRES CALVACHE ESPANA, MARIO FRANCISCO DELGADO NOGUERA"
00000000000095,True,Revista de divulgación,Evaluación de la calidad metodológica de las Guías Colombianas de Práctica Clínica en Pediatría,Colombia,Pediatria,0120-4912,2015,48,4,87 - 93,MARIO FRANCISCO DELGADO NOGUERA
00000000000095,True,Revista de divulgación,Muy bajo y extremo bajo peso al nacer,Colombia,Pediatria,0120-4912,2016,49,1,23 - 30,MARIO FRANCISCO DELGADO NOGUERA
00000000000095,True,Revista de divulgación,"Same mutation in two patientes with Muchopolysaccharidosis type VI ( Maroteaux-Lamy syndrome) coming from diferent municipalities in the Departament of Cauca, southwestern Colombia",Reino Unido,Journal of Genetic disorders & Genetic Reports,2327-5790,2016,5,4,1 - 5,MARIA AMPARO ACOSTA ARAGON
00000000000095,True,Revista de divulgación,A new mutation in the ARSB gene on chromosome 5q14.1 for autosomal recessive Muchopolysaccharidosis type VI patients in southwest Colombia,,Journal of Genetic disorders & Genetic Reports,2327-5790,2017,8,1,1 - 9,MARIA AMPARO ACOSTA ARAGON
00000000000095,True,Revista de divulgación,Conocimientos maternos sobre alimentación complementaria en Latinoamérica: revisión narrativa,Colombia,Revista De La Facultad Ciencias De La Salud,2538-9971,2017,19,2,20 - 28,ANDRY YASMID MERA MAMIAN
00000000007141,True,Revista de divulgación,La filosofia política como hermenéutica analógica de la justicia,Colombia,Revista Jurídica Mario Alario D´ Filippo,2145-6054,2011,4,,60 - 67,ARISTIDES OBANDO CABEZAS
00000000019510,True,Periódico de noticias,Estudio de la región de formación estelar en Hubble X a través de diferentes técnicas de espectroscopía bidimensional,México,MEMORIAS DE LA REUNIÓN NACIONAL ACADÉMICA DE FÍSICA Y MATEMÁTICAS,2594-1011,2018,23,23,472 - 475,"HECTOR OSVALDO CASTANEDA FERNANDEZ, HERNANDO EFRAIN CAICEDO ORTIZ, HECTOR JAVIER URIARTE RIVERA"
00000000007141,True,Revista de divulgación,JUSTICIA POLÍTICA Y CIUDADANÍA MATERIALMENTE DIFERENCIADA,Colombia,Revista Jurídica Mario Alario D´ Filippo,2145-6054,2011,3,,147 - 160,ARISTIDES OBANDO CABEZAS
00000000002184,True,Periódico de noticias,El colectivo de educadores populares del Cauca. La construcción de un camino político para la transformación social y educativa,Colombia,pensamiento popular,2382-5006,2014,1,,15 - 18,ROBERT ALFREDO EUSCATEGUI PACHON
00000000002184,True,Revista de divulgación,El colectivo de educadores populares del Cauca: perspectivas para una educación popular desde la región.,Colombia,pensamiento popular,2382-5006,2015,2,,24 - 27,STELLA PINO SALAMANCA
00000000002184,True,Revista de divulgación,Inflexiones ètico-polìticas y pedagógicas del colectivo de educadores populares del Cauca.,,pensamiento popular,2382-5006,2016,3,,17 - 26,STELLA PINO SALAMANCA
00000000002184,True,Revista de divulgación,EL EGRESADO DE EDUCACION FISICA Y SU IMPACTO EN EL MEDIO,Colombia,"Revista Digital ""Egresados Unicauca""",2711-1113,2020,4,N7A,32 - 33,GERARDO JIMENEZ LOPEZ
00000000002184,True,Revista de divulgación,Búsqueda de caminos de resistencias. Aportes desde la educación popular en tiempos de pandemia,México,La Piragua. Revista Latinoamericana De Educación Política. N°22 / 2005,2073-0810,2020,47,,78 - 83,STELLA PINO SALAMANCA
00000000002184,True,Revista de divulgación,La educación popular una apuesta política que se recrea en los procesos educativos desde el trabajo colectivo de los educadores populares del cauca,Estados Unidos,SOUTH FLORIDA JOURNAL OF DEVELOPMENT. Miami USA.,2675-5459,2021,1,,5008 - 5016,STELLA PINO SALAMANCA
00000000002156,True,Revista de divulgación,Chemical and nano-mineralogical study for determining potential uses of legal Colombian gold mine sludge: Experimental evidence,,Chemosphere,1879-1298,2018,191,,1048 - 1055,"NAZLY EFREDIS SANCHEZ PENA, JAVIER ERNESTO FERNANDEZ MERA, DANIELA PABON PATINO, KATIA DA BOIT MARTINELLO, JOSE LUIS NARVAEZ SEMANATE, IVAN DARIO SERRANO ARRIETA, LUIS FELIPE SILVA OLIVEIRA, JOSE DAVID RUIZ ARIZA, ANA LUCIA DUARTE GONZALEZ, CLAUDIA INES AYALA RUEDA, DIANA DEL CARMEN PINTO OSORIO, TITO JOSE CRISSIEN BORRERO"
00000000007141,True,Revista de divulgación,La Ética como concepto: Una lectura histórica con urgencia,Perú,Cuadernos de Ética y Filosofía Política,2305-0837,2018,7,,73 - 94,"VICTOR ESTEBAN PENA TOVAR, ARISTIDES OBANDO CABEZAS"
00000000000095,True,Periódico de noticias,Reacciones transfusionales agudas en dos unidades de cuidado intensivo neonatal,Colombia,Revista De La Facultad Ciencias De La Salud,0124-308X,2012,14,2,8 - 15,ROSALBA DIAZ CASTRO
00000000002161,True,Revista de divulgación,"Carcinomatosis meníngea, un desafío diagnóstico. Reporte de caso Meningeal carcinomatosis. Case report",,Revista De La Facultad Ciencias De La Salud,2538-9971,2018,20,1,46 - 49,HAROLD JOFRE BOLANOS BRAVO
00000000000095,True,Revista de divulgación,"PERFIL EPIDEMIOLÓGICO DE NIÑOS MENORES DE 5 AÑOS VÍCTIMAS DE QUEMADURAS EN EL HOSPITAL UNIVERSITARIO SAN JOSÉ, POPAYÁN, COLOMBIA, 2000-2010.",Colombia,Revista De La Facultad Ciencias De La Salud,0124-308X,2012,14,1,8 - 15,"MARIO FRANCISCO DELGADO NOGUERA, ANGELA MARIA MERCHAN GALVIS, OSCAR EDUARDO CASTRO DELGADO"
00000000003369,True,Periódico de noticias,Hacia donde va la autonomia universitaria?,Colombia,Diario El Liberal,0121-9022,2009,18,,8 - 9,OLGA LUCIA SANABRIA DIAGO
00000000003369,True,Revista de divulgación,"Diversidad de maíz en Ixtenco, producto de las relaciones sociales y la relación con la naturaleza",Colombia,Cuadernos Recursos Fitogeneticos Neotropicales,2256-2664,2016,8,,23 - 24,MARIA TERESA CABRERA LOPEZ
00000000003369,True,Revista de divulgación,"El traspatio doméstico de montaña, banco in situ para la soberanía alimentaria en Tlaxcala, México",Colombia,2 Congreso Internacional de Estudios Rurales,2590-9436,2017,6,1,44 - 49,MARIA TERESA CABRERA LOPEZ
00000000003369,True,Revista de divulgación,"PLANTAS MEDICINALES USADAS EN SISTEMAS Y APARATOS DEL CUERPO HUMANO EN EL SURORIENTE DEL TAMBO, CAUCA, COLOMBIA",Colombia,REVISTA LASIRC,2711-1814,2020,1,,98 - 104,YORDY WERLEY POLINDARA MONCAYO
00000000002161,True,Revista de divulgación,Quiste epidermoide frontotemporal en un hombre de 78 años: reporte de un caso y revision de la literatura.,Colombia,Revista Médica De Risaralda,0122-0667,2017,1,,61 - 63,"HAROLD JOFRE BOLANOS BRAVO, JINA PAOLA BURBANO OBANDO, JUAN PABLO SANCHEZ SANCHEZ"
00000000002161,True,Revista de divulgación,Efferocytosis of infected apoptotic cells inhibits Th17 differentiation via PGE2-EP4 signaling,Estados Unidos,Journal of Immunology,0022-1767,2016,196,1,1 - 1,"VICTORIA EUGENIA NINO CASTANO, ALEXANDRA IVO DE MEDEIROS, FELIPE VERDAN"
00000000002161,True,Revista de divulgación,Embolismo por proyectil de arma de fuego de alta energía,,Revista De La Facultad Ciencias De La Salud,0124-308X,2016,18,2,17 - 20,JAIME ANTONIO ALVAREZ SOLER
00000000002161,True,Revista de divulgación,Phagocytosis of Streptococcus pneumoniae-infected apoptotic cells by dendritic cells induce anti- and pro-inflammatory cytokine profile,Estados Unidos,Frontiers in Immunology,1664-3224,2015,1,1,1 - 1,"VICTORIA EUGENIA NINO CASTANO, FELIPE VERDAN, ALEXANDRA IVO DE MEDEIROS"
00000000002936,True,Revista de divulgación,Intervención Fonoaudiológica para la feminización de la voz en una persona trasgénero: estudio de caso,Chile,Revista Facultad Nacional De Salud Publica,2256-3334,2019,18,,1 - 17,"CLAUDIA XIMENA CAMPO CANAR, YOLANDA CARDENAS CAMAYO, LAURENT VIVIANA FERNANDEZ VITONCO, JHON JAVIER INCHUCHALA INCHUCHALA"
00000000002936,True,Revista de divulgación,Desercion estudiantil del programa de fonoaudiologia de la Universidad del Cauca,Colombia,Areté,1909-616X,2012,12,1,74 - 81,MARIA CONSUELO CHAVES PENARANDA
