idcvlac,nombre,activa
0000667021,Ciencias sociales,Si
0000667021,Responsabilidad social corporativa,Si
0000000135,Recomposición Identitaria en la region del pacifico,Si
0000000135,"IDENTIDADES: ETNICAS,  GÉNERO Y CULTURALES",Si
0001396892,Competitividad estrategia y aprendizaje organizacional,Si
0001593564,Contabilidad de gestión,Si
0001453479,Estudios críticos de la empresa,Si
0001453479,Competitividad empresarial,No
0001453479,Contexto e historia empresarial,Si
0001453479,Organizaciones y Sustentabilidad,Si
0001738703,Educación contable,Si
0001738703,Gerencia empresarial,Si
0001419832,Responsabilidad Social,Si
0000667617,"Crítica poscolonial, cultura, desarrollo y transformaciones contemporáneas",Si
0000667617,"Contabilidad, sociedad y desarrollo",Si
0000667617,Contabilidad y finanzas,Si
0001405318,"critica poscolonial, cultura, desarrollo y transformaciones contemporàneas",Si
0000076149,"Contabilidad, finanzas y gestión del riesgo",Si
0000076149,Dimensión disciplinar de la contabilidad,Si
0000338311,Comunicación y cultura urbana,Si
0000338311,Comunicación y desarrollo,No
0000338311,Constitución de territorios,No
0000338311,Memoria colectiva,No
0000340405,Comunicación - Literatura - Periodismo - Narrativa,Si
0001481217,Políticas públicas de comunicación,Si
0001481217,Comunicación indígena,Si
0001481217,Nuevas Tecnologías y Participación Democrática,No
0001481217,Comunicación alternativa y comunitaria,Si
0001481217,Comunicación y Paz,Si
0001481217,Movimientos Sociales,Si
0001481217,Comunicación e identidad,Si
0000115570,"COMUNICACIÓN, EDUCACIÓN Y CULTURA",Si
0001499134,Enseñanza del Español como Lengua Extranjera,Si
0001499134,Didáctica de la intercomprensión entre lenguas romances,No
0001499134,Aspectos sociales relacionados con los procesos de enseñanza/aprendizaje de lenguas,No
0001499134,Desarrollo de la competencia intercultural a través del texto literario,No
0001499134,Enseñanza de la Lengua Española para Niños,Si
0001499134,Diseño de materiales didácticos para la intercomprensión entre lenguas romances,No
0001499134,Estudios del Lenguaje,No
0001499134,Sociolingüística Aplicada a la Enseñanza de las Lenguas,Si
0001499134,"Diseño de materiales didácticos para la enseñanza del español como LM, L2 y LE",Si
0001499134,"Estudios de Actitudes Lingüísticas, bilingüismo y situaciones de lenguas en contacto",Si
0001372248,Estudios culturales urbanos,Si
0001372248,Construcción de línea amplia y transversal,Si
0000152595,Biología Microbiana y Bioprospección de Organismos de Páramo y Bosque Alto Andino,Si
0000152595,Ecología y conservación,No
0000152595,Microbiología,Si
0000152595,Biotecnología ambiental,Si
0000152595,Biocomercio,Si
0000105093,Biotecnologia vegetal,Si
0001506032,Economía del Agronegocio,Si
0001506032,Economía y Territorio,Si
0001506032,Economía Agrícola,Si
0001997118,"Ecología, conservación, Biocomercio Sostenible y Negocios Verdes",Si
0000161840,Fomento de la innovación y desarrollo tecnológico en las empresas,Si
0001544725,ETNOBIOLOGIA,Si
0001544725,ECOLOGIA,Si
0001544725,Conservación de Plantas,No
0001544725,DESARROLLO DE PRODUCTOS CON COCA,Si
0001531286,Tecnologías de la información,Si
0001531286,Biotecnología Vegetal,Si
0000152811,ESTUDIOS CULTURALES,Si
0000152811,Biotecnología Agrícola,Si
0000158033,Bioindicadores,Si
0000158033,Analisis de extractos vegetales,Si
0000158033,Biodiversidad,Si
0000158033,Fitoquímica,Si
0001431853,Ecologia y Medio Ambiente,Si
0001431853,"Biodiversidad, Reservas Naturales y Cambio Global. Instrumentos, Modelos y Aplicaciones",Si
0001431853,"Biodiversidad, Funcionamiento y Gestión de Ecosistemas Acuáticos Continentales",Si
0000520152,VARIABILIDAD HIDROLÓGICA Y CLIMÁTICA,Si
0001562582,Informática Agropecuaria,Si
0001428647,Ecología Botánica,Si
0001428647,Educación Ambiental,Si
0001428647,Cambio Climático,Si
0001428647,Sistemas de información geográfica,Si
0001428647,Evaluación de impacto ambiental,Si
0001428647,Gestión ambiental y territorio,Si
0001428647,Educación ambiental,Si
0000557536,Adaptación ex vitro de material vegetal de plátano. Noviembre 1.998. Popayán,No
0000557536,Auxiliar de laboratorio de Biotecnología. Enero - abril. 1.999,No
0000557536,Propagación in vitro de material vegetal de tres variedades de papa como apoyo a tesis de grado. Estudiante UNICAUCA. Laboratorio de Biotecnología. 2.001. Popayán,No
0000557536,Propagación in vitro de limonium. Apoyo a pasante empresa exportadora de flores. C.I. FALCON FARMS. Laboratorio de Biotecnología. 2.001. Popayán,No
0000557536,Propagación in vitro de material vegetal de Mangle. Apoyo a tesis de grado estudiante de UNICAUCA. Laboratorio de Biotecnología.  2.002. Popayán,No
0000557536,Propagación in vitro de Caliphuria subdendata. Apoyo a tesis de grado estudiantes de Química y Biología de UNICAUCA. Laboratorio de Biotecnología. Septiembre 2.002 a junio de 2.003,No
0000557536,Instructora contratista para la Formación Profesional Integral en el área de Preservación y Conservación de Documentos I y II (Estudiantes de Técnico Profesional en Archivística). Centro Comercio y Servicios.2003. Popayán,No
0000557536,"Instructora contratista para Formación Profesional Integral en el área de Biología, Química, Físico - Química y Matemáticas para los estudiantes de agroindustria en lácteos. Centro agropecuario. Mayo a junio de 2.003. Popayán",No
0000557536,"Instructora contratista para Formación Profesional Integral en el área de Biotecnología, propagación in vitro de flores con la asociación de floricultores del centro del Cauca (ASOFLORICCA). Septiembre a noviembre de 2.003. Popayán",No
0000557536,Instructora contratista para Formación Profesional Integral en el área de Biotecnología y propagación vegetal de orquídeas con la Asociación Payanesa de Orquideología. Noviembre 2.003. Popayán,No
0000098313,Agroindustria Alimentaria,Si
0000557404,Investigación aplicada - Laboratorio de Biotecnología,Si
0000557404,"Desarrollo de Investigación Aplicada del Proyecto de Biotecnología: Cultivo de Tejidos Vegetales In-vitro para el Saneamiento de  Clones de Plátano, Cebolla, Ajo, Crisantemos",Si
0000557404,BIOTECNOLOGÍA,Si
0000557404,BIOINSUMOS,Si
0000070076,Motricidad - Identidad y Socialización,Si
0000070076,"Investigación en la línea y grupo Motricidad Humana, Cogniciòn y Creatividad",Si
0000012696,Salud y Vida,Si
0000012696,Imaginario social y comunicación,Si
0000012696,Procesos formativos y formación curricular,Si
0000012696,Procesos educativos en la Educacion Fisica el dpte y la Recrea,Si
0000012696,Identidad y Socialización,Si
0000157473,"Ciencias biomedicas, deporte y salud",Si
0001382816,Fenomenología y Ciencia,Si
0001382816,Educación en Sexualidad,Si
0001382816,Motricidad y Desarrollo Humano,Si
0001381159,KONMOCION-MOTRICIDAD HUMANA,Si
0001381159,"HISTORIA DE LA EDUCACIÓN FISICA, LA RECREACIÓN Y LOS DEPORTES",Si
0000524999,Interdisciplinariedad,Si
0000524999,Ludismo humano,Si
0000524999,evaluación de la educación superior,Si
0000524999,Eco-Recreación,Si
0000524999,Ciencia e investigación encarnada,Si
0000524999,Buen Vivir,Si
0000524999,MOTRICIDAD HUMANA Y CREATIVIDAD,Si
0000524999,Creatividad,Si
0000524999,Investigación colaborativa,No
0000524999,Pensamiento latinoamericano,Si
0000524999,enseñanza de las ciencias,Si
0000524999,Metodologías creativas de investigación,Si
0000248827,Motricidad y Desarrollo Humano,Si
0000228990,Calidad de aguas,Si
0000228990,Impacto ambiental,Si
0000228990,Comunidades acuáticas microbianas,Si
0000228990,Estudios sobre fitoplancton y perifiton,Si
0000228990,Productividad primaria en ecosistemas acuáticos,Si
0000772100,BUEN VIVIR,Si
0000772100,PEDAGOGÍA DE PAULO FREIRE,Si
0000772100,INVESTIGACIÓN CUALITATIVA,Si
0000772100,SUICIDIO,Si
0000772100,SISTEMAS FOTOVOLTAICOS,Si
0000012700,Procesos Educativos en la Educación Física el Deporte y la Recreación,Si
0000012700,Motricidad Humana,No
0000862177,"Construcción de Conocimiento en la Educación Física, la Recreación y el Deporte",Si
0000862177,"Tras nuestra memoria: Historia de la Educación Física, la REcreación y el Deporte en colombia",Si
0000862177,"Desarrollos Tecnológicos en Educación Física, Recreación y Deporte",Si
0000877727,Motricida y Desarrollo Humano,Si
0000877727,Ocio y recreación,Si
0000859591,Educación inicial,No
0000859591,Actividad física y salud,Si
0000859591,Formación deportiva y entrenamiento deportivo,Si
0000859591,Educación física,Si
0000011410,Salud Ambiental,Si
0000011410,Susceptibilidad Genética,Si
0000011410,Patología Molecular,Si
0000011410,Epidemiología Molecular,Si
0000011410,TICs en Salud,Si
0001352819,Epidemiologia Molecular,Si
0001352819,Cancer,Si
0000061797,Biología Molecular,Si
0000061797,"Toxicología, genética y citogenética",Si
0001340772,Toxinología,No
0001340772,Epidemiología Molecular,Si
0001340772,Innovación y Desarrollo Tecnológico,Si
0001340772,Economía de la Salud,Si
0000489018,Linea de investigación en cáncer gástrico,No
0000489018,Linea de investigación en cáncer,Si
0000489018,Linea de investigación en cáncer gástrico,Si
0000061344,Antropologia y salud,No
0000061344,Ciencias ambientales,Si
0000181416,Patología Molecular,Si
0000054163,Energias Renovables,Si
0000054163,Biologia Molecular,Si
0000054163,Epidemiología Molecular,Si
0000054163,Genomica,Si
0000054163,Bioinformatica - Genomica,Si
0000054163,Biologia de la regeneracion,No
0000054163,Biologia del Desarrollo,Si
0000054163,Bioquímica de Proteinas,Si
0000054163,Bioinformatica - Evolucion molecular,Si
0001438254,EPIDEMIOLOGIA MOLECULAR,Si
0001438254,patologia molecular,Si
0001438254,BIOLOGIA MOLECUAR,Si
0000190497,Enfermedades Infecciosas,Si
0000190497,Infecciones parasitarias,Si
0000190497,Enfermedades Infecciosas,No
0000190497,Inmunología de Enfermedades Infecciosas,No
0000190497,Inmunología molecular y celular,No
0000190497,Epidemiología Molecular,Si
0000190497,Genética Humana,Si
0000190497,Genética Molecular,Si
0000190497,Estadística,Si
0000037900,Susceptibilidad Genética y Cancer,Si
0000037900,Epidemiología molecular,Si
0000037900,Biomonitoreo de poblaciones,Si
0000241806,Helicobacter pylori y Cáncer Gástrico,No
0000241806,Helicobacter pylori y cáncer gástrico,No
0000241806,"Genotipos de Helicobacter pylori, polimorfismos del hospedero y factores de medio ambiente y sus interacciones en la carcinogénesis gástrica en pacientes colombianos",Si
0000241806,Epidemiología Molecular,Si
0000370436,Enfermedades Cardiovasculares,Si
0000370436,Genética Humana,Si
0000370436,Epidemiología Molecular,Si
0000370436,Mapeo Genetico,Si
0000349810,Genética  y cáncer,Si
0000349810,Salud Ambiental,Si
0000349810,Helicobacter pylori y cáncer gástrico,Si
0001165836,Enfermedades Cardiovasculares,Si
0001341442,Epigenética,Si
0001341442,Salud Ambiental,Si
0001341442,Susceptibilidad Genética y Cáncer,Si
0001341442,Epidemiología Molecular,Si
0001341442,Genética Humana,Si
0001341442,Toxinología,No
0001341442,Biología Molecular,Si
0000458376,Genética molecular,Si
0000458376,Genética  humana,Si
0000058723,Biología molecular,Si
0000058723,Enfermedades infecciosas,Si
0000058723,Nanotoxicidad,Si
0000058723,Inmunología,Si
0000058723,Toxicología genética y epidemiología molecular,Si
0000188379,Salud de la mujer,No
0000188379,Genética del Cáncer,No
0000188379,Genética Humana,No
0000188379,Papilloma Virus Humano,No
0000188379,Entomología,Si
0000370452,Epidemiología Molecular,No
0000370452,Epidemiologia Molecular,Si
0000191167,Políticas Públicas y Democracia Deliberativa,No
0000191167,Etica,No
0000191167,"Derecho Privado, Personas y Relaciones Jurídicas",Si
0000013951,Epidemiologia Molecular,Si
0000013951,Genetica y cáncer,Si
0000013951,Salud Colectiva,Si
0000013951,Enfermedades Cardiovasculares,Si
0000013951,Salud Electrónica,Si
0000011860,Epidemiología molecular del cancer de cervix,Si
0000011860,Epidemiologia molecular del cancer gástrico,Si
0000011860,Heteromorfismo cromosómico en la investigación de paternidad,No
0000526460,Salud Publica,Si
0000526460,Mutagénesis y Ecotoxicología,Si
0000526460,Papilomavirus y Cáncer,Si
0000526460,Genética Humana Aplicada,Si
0000526460,Salud Ambiental,Si
0001444110,Cáncer gástrico y lesiones precursoras de malignidad,Si
0001360927,Morfología dental,Si
0001360927,Regeneración tisular,Si
0001360927,Biología del crecimiento y desarrollo craneofacial,Si
0001619222,Ingeniería Tisular y Medicina Regenerativa,Si
0000607134,crecimiento y desarrollo,No
0000984442,Epidemiología y salud publica,Si
0001614825,promocion y prevencion,Si
0001614825,patologias orales,No
0000265675,Aplicación de las Tecnologías de la Información y las Comunicaciones,No
0000265675,Gestión de la tecnología y la innovación,Si
0000265675,Gestión de proyectos de desarrollo tecnológico e innovación,Si
0001386390,Procesos Organizacionales Internos,Si
0001386390,psicologia y cultura,Si
0001966167,Empaques amigables con el ambiente,Si
0000269140,Pedagogía en el Aula,Si
0000269140,Ingeniería de la Información,Si
0000269140,Ingeniería de las comunicaciones,Si
0002042699,INGENIERÍA DE COMPUTACIÓN,Si
0002042699,INGENIERÍA DE LA INFORMACIÓN,Si
0000533939,MODELADO DE SISTEMAS TELEMATICOS,Si
0000533939,EDUCACION EN SALUD,Si
0000533939,PROCESOS DE TELE EDUCACION,Si
0000533939,AMBIENTES DE EDUCACION VIRTUAL,Si
0000588423,Tecnologías de la información y la Comunicación en la Educación,Si
0000588423,Pedagogía y Organizaciones,Si
0001520078,Servicios Avanzados de Telecomunicaciones,Si
0001520078,Redes de Computadores,Si
0000750476,Sistemas de Comunicaciones Móviles e Inalámbricos,Si
0000750476,Simulación de Sistemas de Telecomunicaciones,Si
0000750476,inteligencia artificial,No
0000750476,Procesamiento Digital de Señales,Si
0000336947,Television Digital Interactiva,No
0000336947,Teleducacion,Si
0000424498,Multiplexación por división de longitud de onda - WDM,Si
0000424498,Comunicaciones inalambricas,Si
0000424498,Calidad del Servicio y Calidad de la Experiencia QoS-QoE,No
0000424498,Tráfico en redes de Telecomunicaciones,Si
0000424498,Comunicaciones Móviles,Si
0000876569,Sistemas Inteligentes,Si
0000876569,sistemas inteligentes,Si
0000876569,Redes cognitivas,Si
0001361776,Encriptación Computacional,No
0000876461,Servicios Avanzados en Telecomunicaciones,Si
0000876461,Televisión Digital Interactiva,No
0000876461,IPTV,Si
0000876461,Teletráfico,Si
0000876461,Sistemas de gestión para redes de telecomunicaciones,No
0000876461,Redes Inalámbricas de Área Local con énfasis en esl sistema LMDS,No
0001409725,Filosofía del Lenguaje,Si
0001409725,Esteticas audiovisuales y lenguajes mediaticos,Si
0001409725,Investigación-Creación Audiovisual,Si
0001409725,Comunicación Participativa,Si
0000891142,"Literatura, filosofía y crítica",Si
0000891142,"CUERPO, CULTURA Y PENSAMIENTO",Si
0000891142,Antropología de la juventud,Si
0000891142,Antropología y literatura,No
0000891142,LITERATURA DEL BARROCO COLONIAL-PROSA DE FICCION EN TEXTOS COLONIALES,No
0000891142,Análisis del discurso en relato oral,Si
0000891142,Teoría literaria,No
0000891142,Educación y pedagogía,Si
0000891142,"comunicación, procesos socioculturales y subjetividades",Si
0000891142,Comunicación participativa,Si
0000891142,Antropologìa del cuerpo,Si
0000891142,Educación superior e innovación,Si
0000891142,Creación poética,Si
