idcvlac,nombre,activa
0001622442,innovación y desarrollo,Si
0000533980,"Educación Abierta y a Distancia, TIC´s y educación virtual",Si
0000533980,Inteligencia colectiva y calidad de aprendizaje,Si
0000533980,Análisis semiótico,Si
0000533980,GESTIÓN DEL CONOCIMIENTO E INNOVACIÓN,Si
0000533980,Pedagogía y Didáctica,Si
0000533980,Filosofía y tecnología,Si
0001359569,Ética y Política,Si
0001359569,"Ciencia, tecnología y sociedad",Si
0000158727,Gestión del conocimiento e innovación,Si
0000158804,Investigación y desarrollo,Si
0000996661,Etnoconocimiento y tecnología tradicional,No
0000971324,"Pedagogía, didáctica y currículo",Si
0000971324,"Argumentación, pedagogía y aprendizaje",Si
0000006046,"Innovación, tecnología y didáctica",Si
0000518484,PEDAGOGÍA Y FORMACIÓN CIUDADANA,Si
0000518484,FILOSOFÍA Y EDUCACIÓN,Si
0000518484,"Argumentación, pedagogía y aprendizaje",Si
0000103547,Gestión del Talento Humano,No
0000103547,Gestión de las Organizaciones,Si
0001342899,EDUCACION PARA LA PAZ,No
0001342899,CIUDADNÍA Y DEMOCRACIA,Si
0001168061,"Pedagogía, Didáctica y Currículo",Si
0001374544,CERAMICA ARTISTICA,No
0001374544,ARTE SOCIAL,No
0001405129,CIENCIAS HUMANAS Y SOCIALES,Si
0001405129,"Estudios Contemporáneos de Derecho, Política y Sociedad",Si
0001405129,SEGURIDAD PÚBLICA,Si
0001405129,"Seguridad para el ejercicio de la participación política y la protesta pacífica (garantías de seguridad que en el ámbito de la democracia deben tener las personas, movimientos y organizaciones sociales, la movilización y la protesta",Si
0001405129,CONFLICTO ARMADO COLOMBIANO Y POSCONFLICTO,Si
0001405129,EDUCACIÓN E INVESTIGACIÓN,Si
0001405129,RECONSTRUCCIÓN DE MEMORIA HISTÓRICA,Si
0001405129,FILOSOFÍA,Si
0001405129,CIENCIAS AERONÁUTICAS,Si
0001405129,VIOLENCIA DE GÉNERO,Si
0001405129,SOCIOLOGÍA,Si
0001405129,EDUCACIÓN POLICIAL,Si
0001405129,VIOLENCIA Y SUS MANIFESTACIONES,Si
0001405129,SERVICIO DE POLICÍA,Si
0001425961,Educación y desarrollo humano,Si
0001425961,"pedagogía, didáctica y currículo",Si
0001307924,Argumentación pedagogía y aprendizaje,Si
0001307924,FILOSOFÍA,Si
0001343182,HISTORIA Y POESIA,Si
0001343182,HISTORIA,Si
0001343182,PERITAZGO PSICOLOGICO,Si
0001343182,EPISTEMOLOGIA DE LA ARGUMENTACIÓN,Si
0001343182,ETICA,No
0001343182,PROMOCIÓN DE LA SALUD Y BIENESTAR EN EL TRABAJO,Si
0001343182,EPISTEMOLOGIA DE LA ARGUMENTACIÓN,No
0001343182,PSICOLOGÍA Y EDUCACION,Si
0001343182,EPISTEMOLOGIA DE LA ARGUMENTACION,Si
0001343182,EVOLUCION Y DESARROLLO,No
0001343182,SALUD MENTAL CLÍNICA Y SUBJETIVIDAD,Si
0001141856,Educación y Desarrollo Humano,Si
0001141856,"Argumentación, Pedagogía y Aprendizaje",Si
0000114733,Derecho informático,Si
0001215221,"Proyecto:	Poéticas:	nuevos	lenguajes/nuevos temas, estética	y	creación, perspectivas",No
0001215221,Proyecto: Alfabetización en TIC con docentes del Municipio de Girardot Cundinamarca,No
0001215221,Proyecto: Análisis de los fundamentos discursivos de la guerrilla de las FARC-EP y ahora partido político FARC,No
0001215221,Proyecto: Análisis del impacto del éxodo venezolano en relación con el fortalecimiento de la política pública institucional para la atención de la población inmigrante,No
0001215221,Proyecto interinstitucional: Caracterización de las prácticas pedagógicas en las Universidades pertenecientes a la Red de Prácticas Pedagógicas,No
0001215221,Proyecto: Argumentación intercultural,No
0001074571,Didáctica de la Literatura,Si
0001074571,Didáctica de la lengua,Si
0001074571,Argumentación académica,Si
0000397334,MERCADO LABORAL,Si
0000397334,POBREZA Y EXCLUSIÓN SOCIAL,Si
0000397334,PRODUCTIVIDAD Y COMPETITIVIDAD,Si
0001354803,Filosofia Latinoamericana,Si
0001354803,Gestión de la investigación y del conocimiento,Si
0001354803,Filosofia de la Ciencia,Si
0001344304,Multimédia y Visión,Si
0001344304,Innovación y Praxis Pedagógica,Si
0001477488,Estudios en Fenomenología e Historia social y crítica Latinoamericana,Si
0001477488,Desarrollo Regional y Gestión Social Latinoamericana,Si
0001477488,"Alteridades, Condición Humana y Trabajo Social",Si
0000896314,análisis de medios,Si
0000103204,alteridades y condición humana,Si
0000103204,Desarrollo regional y gestión social latinoamericana,Si
0001193350,Archivística,No
0001193350,Historia del Hecho Religioso,Si
0001193350,Modernidad y modernización,No
0001193350,Historia Urbana,No
0001193350,Teología de la liberación en Colombia,No
0001193350,Historia local y regional,Si
0001193350,Historia de la Iglesia Católica,Si
0001193350,Musicología,Si
0001193350,Historia moderna de America,Si
0001193350,Historia Colonial,Si
0001493584,Tipificacion de las relaciones interpersonales de las mujeres de la Cide,Si
0001493584,Los Reditos del Neopragmatismo para la Teoria Juridica,Si
0001493584,Psicoanalisis y Liberalismo,Si
0001776756,Estudios en Desarrollo Regional y Gestión Social latinoamericana,Si
0001461263,"Problemáticas Psicosociales, Afrontamiento y Contexto",Si
0001461263,SEMILLERO DE INVESTIGACIÓN SUJETO Y CONTEXTO (SISCO),Si
0001461263,Psicología e Interculturalidad,Si
0001461263,Educación y Contextos Socioculturales,Si
0001620683,Historia Siglo XX,Si
0001620683,Historia de la Religión,Si
0001620683,Historia Oral y Archivistica,Si
0001613216,Pensamiento crítico latinoamericano y Teoría crítica latinoamericana,Si
0001613216,estudios para la paz,Si
0001613216,Movimientos indígenas,Si
0001613216,"Ciudadania, democracía y gobierno",Si
0001613216,Pensamiento Decolonial,Si
0001613216,Movimientos Sociales,Si
0001110314,"Semiotica auditiva, hermenéutica y cartografìas sociales desde la música",Si
0001110314,"Identidades, Diversidad y Movimientos Sociales",No
0001110314,"Procesos, Escenarios y Estrategias de Resolución de Conflictos y Justiciabilidad",No
0001110314,"Conflictos Contemporáneos: Ocupación, Organización, Ciencia y Tecnología",No
0000074963,Estudios en Fenomenología e Historia social y crítica Latinoamericana,Si
0000074963,Innovación Social,Si
0000083060,Filosofía e Historia Social y Crítica Latinoamericana,Si
0000083060,hermenéutica jurídica,Si
0001507158,antroplogia médica,Si
0001507158,antropologia visual,Si
0001507158,Estudios en Familia Rural y Urbana Latinoamericana,Si
0001514912,Familia Rural y Urbana,Si
0001452233,Antropología de la ciudad,Si
0001452233,Movimientos sociales,Si
0001452233,Etnicidades urbanas,Si
0001452233,Sociología urbana,Si
0001452233,Etnoturismo,Si
0001603536,Estudios en Desarrollo Regional y Gestión social latinoamericana,Si
0001603536,Gestión de Proyectos,Si
0001266764,Derecho Procesal,Si
0001266764,Filosofía Latinoamericana,Si
0001266764,Ética y educación,No
0001266764,Espiritualidad,Si
0000015463,SALUD MENTAL ESTADO Y CIUDADANIA,Si
0000015463,Estudios en Fenomenología e Historia Social y Crítica Latinoamericana,Si
0000871834,FILOSOFÍA DEL DERECHO,Si
0000871834,FILOSOFÍA POLÍTICA,Si
0000871834,Desarrollo regional y gestión social,Si
0001506307,Consolidación del Estado y Transformación de la Esclavitud en América,Si
0001506307,Interpretación y Argumentación Jurídica,Si
0001506307,Filosofía del Derecho,Si
0000003170,Derecho,Si
0000405957,"Desarrollo, Emprendimiento y Sociedad",Si
0000405957,Emprendimiento,No
0001253964,Asociatividad y Emprendimiento,Si
0001253964,Desarrollo Humano,Si
0001253964,"Desarrollo, emprendimiento y sociedad",Si
0000044724,Actividad Física y Salud,Si
0000044724,Educacion Física,Si
0000044724,sociologia,Si
0000044724,Educacion,Si
0000044724,biomecanica,Si
0001522071,comportamiento del consumidor,Si
0001522071,"Desarrollo, emprendimiento y sociedad",Si
0001522071,"competencia, consumo y cultura empresarial",Si
0000036502,"Currículo, Pedagogía y Didáctica",Si
0000004900,UNIVERSIDAD Y CONTEXTO,Si
0000980200,DERECHO Y POLITICAS PUBLICAS,Si
0000980200,MECANISMOS ALTERNATIVOS DE SOLUCIÓN DE CONFLICTOS,Si
0001500572,Derechos Humanos y Derecho Procesal,Si
0001367041,Globalización y desarrollo,Si
0001367041,Economía de la empresa,Si
0001367041,Cultura Organizacional,Si
0001367041,"Empresa, Economía y sociedad",Si
0001492233,Ruta Pedagógica Amigoniana,Si
0001492233,Mito y Rito: Sincretismo y Resistencia,No
0001492233,Teorías de la modernidad y ciencias sociales interdisciplinarias,No
0001492233,Comunicación Educación y Cultura,Si
0001078828,Epistemología de la Ciencia Política,Si
0001078828,Cultura Politica y opinion publica,No
0001078828,Politica educativa,Si
0001078828,Pensamiento latinoamericano,Si
0001078828,Teoria politica y filosofia politica,Si
0001078828,Política Latinoamericana,Si
0000870994,Redes Empresariales MIPYME,Si
0000870994,Indicadores de investigación,Si
0000870994,Emprendimiento,Si
0000870994,Articulacion y Asociatividad Empresarial,Si
0001465645,GESTIÓN ORGANIZACIONAL,Si
0001465645,GESTIÓN FINANCIERA,Si
0001015486,Proceso de paz,Si
0001015486,Desarrollo local,Si
0001015486,Gobernabilidad,Si
0001015486,Comportamiento electoral,Si
0001015486,Conflicto,Si
0001015486,Trayectorias políticas,Si
0001015486,Derehos Humanos,Si
0001015486,Educación para la Paz,Si
0000397407,Pensamento Social e Político,Si
0000397407,Discurso e sociedade,Si
0000397407,"Povos Indígenas, Estados Nacionais e Indigenismo",Si
0000397407,"Desarrollo, Empreendimiento y Sociedad",Si
0000397407,Migración internacional y derechos humanos,No
0000397407,Mujer migrante,No
0000397407,Gestión y sociedad,Si
0001487098,derecho penal,Si
0001487098,derecho público y privado,Si
0000420840,Salud pública,Si
0000420840,Prevención de Enfermedades Infecciosas,Si
0000420840,Antropología y salud pública,Si
0000420840,"Salud Pública, ITS/VIH/Sida",Si
0001448180,Autoinmunidad,Si
0001448180,Lupus Eritematoso Sistémico,Si
0001448180,Artritis Reumatoide,Si
0000101941,Cardiounicauca,Si
0001373010,Citogenética,No
0001373010,Toxicologia Genética,No
0001658225,cirugia,Si
0001658225,Complicaciones en cirugías digestivas,Si
0000050186,Suicidio,No
0000973734,"GASTROENTEROLOGIA, EPIDEMIOLOGIA MOLECULAR",No
0000884839,Autocuidado,No
0000884839,Enfermedades infecciosas,No
0000884839,VIH/SIDA,No
0000884839,Salud,Si
0000884839,Educacion,Si
0001349410,CUIDADO,Si
0001349410,Educacion,No
0001349410,Gestión en Salud y protección Social,Si
0001349410,Administración en salud,No
0001349410,Educacion en salud,No
0001349410,"Educacion, políticas de salud e infecciones",Si
0001349410,Comunidad y Salud familiar,No
0001349410,Promocion y prevención,No
0001520979,Cardiovascular,Si
0001520979,Medicina Aeroespacial,Si
0001520979,Patología Infecciosa,Si
0001520978,Cardiovascular,Si
0001520978,Neurociencia,Si
0001431839,Grupo de Investigación en Salud - GIS,Si
0001431839,Cardiovascular,Si
0001414337,Educación Santiaria Salud y Comindad Universitaria,Si
0001414337,"Bioseguridad, infeccion intrahospitalaria y resistencia bacteriana",Si
0001414337,Educación superior politicas y enfermedades Infecciosas,Si
0001414337,Auto cuidado salud y colectivos,Si
0001520916,ecocardiografia,Si
0001520916,cardiologia nuclear,Si
0001520916,HIPERTENSIÓN ARTERIAL,No
0001520916,CARDIOLOGÍA GERIÁTRICA,No
0000091587,Enfermedades infecciosas,Si
0000091587,Cardiovascular,Si
0000578134,Determinantes sociales en la tuberculosis y tuberculosis en grupos étnicos y vulnerables,Si
0000578134,Micobacteriosis,Si
0000578134,Salud en pueblos indígenas y comunidad negra,Si
0000578134,investigación operativa en tuberculosis,Si
0000578134,Tuberculosis,Si
0000034731,"Endocrinología, Diabetes y Metabolismo",Si
0000091589,Clínica aplicada en la atención primaria,Si
0000017602,Cáncer de mama,Si
0001124838,Ciencias Sociales,Si
0001124838,ADMINISTRACION Y DE LAS ORGANIZACIONES,Si
0001678622,CIENCIAS SOCIALES,Si
0001678622,ADMINISTRACION Y DE LAS ORGANIZACIONES,Si
0001604819,ADMINISTRACIÓN Y DE LAS ORGANIZACIONES,Si
0001604819,EMPRENDIMIENTO,Si
0001045490,Ciencias Sociales,Si
0001045490,ADMINISTRACION Y DE LAS ORGANIZACIONES,Si
0001174894,Administración y de las organizaciones,Si
0001174894,Ciencias Sociales,Si
0001174894,Educación,No
0001125192,ADMINISTRACION Y DE LAS ORGANIZACIONES,Si
0001125192,PENSAMIENTO POLITICO,No
0001125192,"PROCESOS POLITICOS, CONFLICTO Y PROCESOS DE PAZ",No
0001494851,ADMINISTRACION Y DE LAS ORGANIZACIONES,Si
0001494851,Ciencias Sociales,Si
0000861863,FORMACIÓN DE DOCENTES,Si
0000861863,tecnologias en educacion matematica,No
0000861863,Administración y de las Organizaciones,Si
0000000868,Antropología de las sociedades campesinas,Si
0000000868,Antropología del Conocimiento y la Tecnología,Si
0000000868,Conocimiento local y cambio climático,Si
0000000868,"Antropología política: Identidad, Poder, Conflicto, guerra y grupos sociales",No
0000000868,"Historia de la Antropología. Historia de las ideas, tendencias y problemas teórico - metodológicos de la disciplina y su interacción con otros campos del saber",No
0000250309,Historia del paisaje y cambio ambiental,Si
0000250309,"Arqueología, patrimonio y diversidad cultural",Si
0000250309,Conservación y sostenibilidad,Si
0000250309,Cambios en el uso de la tierra y regímenes de propiedad,Si
0000250309,Sociedad & Ambiente,Si
0000250309,Reforma política de drogas,Si
0000469130,Antropología y salud,No
0000469130,"Antropología política: identidad, poder, conflicto, guerra y grupos sociales",No
0000469130,Gobernanza y equidad,Si
0000716618,Análisis de datos cualitativos y cuantitativos,No
0000716618,"Conceptos de Ecología Simbólica, Ecología Política, Ecomercados y Conflicto Armado (Colombia)",No
0000716618,Patrimonio Cultural inmaterial,Si
0000716618,Patrimonio Biocultural,Si
0000716618,Propuesta de Agenda Regional de Investigación Ambiental para el Territorio-Región del Pacífico Colombiano,No
0000716618,"Programa de Investigación Sierra Nevada. Impacto Ambiental, Sensibilización y Conservación de Cuencas Hidrográficas, Gestión Pública y Fortalecimiento a la Comunidad, Comunicación Científica",No
0000000884,Etnohistoria,Si
0000000884,Territorialidades,Si
0000000884,Amazonía,No
0000000884,Grupos indigenas,No
0000062812,Las Tecnologías y la Educación,Si
0000062812,Educación Virtual,No
0000062812,Analisis y Modelamiento Espacial,Si
0000062812,Tecnologías de la información geográfica,Si
0000062812,Cartografía Temática Digital,Si
0000062812,Riesgo de Desastres,Si
0001369149,Desarrollo Social,No
0001369149,Conocimiento local,Si
0000660493,Antropología del Territorio y territorialidades,Si
0000660493,Movimiento de Comunidades Negras,Si
0000660493,Estudios sociales de ciencia y tecnología,No
0001674562,Antropología urbana,Si
0001674562,Derechos Humanos,Si
0001674562,Estudios rurales,Si
0001674562,Conflicto y Posconflicto,Si
0001674562,Movimientos sociales - Acción colectiva,Si
0000004909,Conseravción ex situ e in situ,No
0000004909,Biodiversidad y sociedad,No
0000661210,Conocimiento local y tecnología,Si
0000864390,"Campesinos, Territorio, Identidades, Crisis",Si
0000350028,Hermenéutica del cine y la cultura,Si
0000350028,Comunicación-cultura y comunidad,Si
0000350028,Producción y análisis de contenidos audiovisuales y digitales,Si
0000350028,cultura y sociedad,No
0000350028,Comunicación y procesos organizacionales,Si
0001474962,antropología ambiental,Si
0002103486,Antropológica,No
0000521671,antropología política,No
0000521671,memoria territorial,No
0000521671,Matemáticass,Si
0000521671,Etnohistoria,No
0000521671,Administración,No
0000277770,"Historia de la Antropología. Historia de las ideas, tendencias y problemas teóricos y metodológicos de la disciplina y su interacción con otros campos del saber",No
0000277770,Salud y Educación,No
0001567875,Antropología del Conocimiento y la Tecnología,Si
0001567875,Física,Si
0001567875,Paleografía,Si
0001567875,Materiales,Si
0001567875,"Ciencia, Tecnología y sociedad",Si
0001567875,Gerontología,Si
0001567875,Remediación Ambiental,Si
0000000973,"Antropología Política: Identidad, Poder, Conflicto, Guerra, medios de comunicación  y organizaciones y movimientos  sociales",Si
0000063117,Restauración ecologica,Si
0000130504,Relaciones de género en la ruralidad,Si
0000660574,"Procesos y cambios sociales y culturales en las modernidades:  Identidad, territorio y sociedad y ambiente",Si
0000660574,Ordenamiento Territorial,Si
0000882089,sistemas productivos / Clusters,Si
0000882089,Desarrollo desde lo local,Si
0000882089,Economias Alternativas y sociales,Si
0000882089,Desarrollo desde lo local y formación de capacidades,Si
0000035224,ANTROPOLOGÍA URBANA,Si
0000035224,ANTROPOLOGIA VISUAL,Si
0001233513,Antropología y educación,No
0001233513,Antropología y etnohistoria,No
0001233513,"Antropología del conocimiento local, ciencia y tecnología",Si
0001233513,Antropología de la Tecnología,Si
0001233513,sociedad y ambiente,Si
0001567879,Antropología del conocimiento  y tecnología,Si
0001596418,Desarrollo de Contenidos Digitales,Si
0001596418,Bioantropología,No
0001596418,Apropiación social de las tecnologías,Si
0001596418,Antropología médica,Si
0001596418,Investigador en Antropología social,Si
0001596418,Edición de Contenidos,Si
0000001907,Diseño de productos gráficos,No
0000001907,Diseño y desarrollo de productos interactivos,Si
0001375108,Biologia Molecular,No
0001515682,Interacciones malnutrición-infeccion,Si
0000011312,Inmunologia y enfermedades infecciosas,Si
0000011312,Virologia,Si
0000011312,Citometría de flujo,Si
0000011312,Cultivos celulares y virales,Si
0000011312,Vacunas contra la malaria,No
0001376004,Toxicología ambiental,Si
0001376004,biomedicina,No
0000265276,Inmunologia,No
0000265276,Inmunogenetica,No
0000265276,Transplantes,No
0000265276,Inmunologia Humana,No
0000265276,Inmunogenetica Humana,No
0000265276,Virologia Molecular,No
0000265276,Inmunopatologia de Enfermedades Renales,No
0000265276,Inmunopatologia de Enfermedades Glomerulares,No
0000265276,Programa Jovenes Investigadores de Colciencias VRI,No
0000265276,Inmunologia Molecular,No
0000265276,Inmunologia Celular y Humoral,No
0000265276,Inmunogenetica de Aotus,No
0000265276,Memoria Inmunologica en Malaria,No
0000265276,Inmunologia e Inmunogenetica,Si
0000265276,Inmunologia de la Reproduccion,Si
0000265276,Inmunoterapia e Inmunoregulacion farmacologica,Si
0000265276,Celulas Madre Hematopoyeticas,Si
0000265276,Inmunoregeneracion tisular,Si
0000265276,Inmuno-virologia,Si
0000217336,ENFERMEDADES INFECCIOSAS,Si
0000217336,VIH-SIDA,Si
0000217336,METODOLOGIAS EN DOCENCIA,Si
0000011363,ENFERMEDADES INMUNOLOGICAS,Si
0000011363,INMUNODIAGNOSTICO,Si
0000011363,ENFERMEDADES INFECCIOSAS,Si
0000011363,VIH-SIDA,Si
0000011363,ENFERMEDADES VIRALES,Si
0000011363,CITOMETRIA DE FLUJO,Si
0000011363,SICONEUROINMUNOLOGIA,Si
0000011363,CADENAS DE CITOQUINAS,Si
0000011363,INMUNOLOGIA TUMORAL,Si
0001373879,Infecciosas,No
0000011843,Enfermedades Infecciosas,Si
0000011843,Tuberculosis,Si
0000011843,VIH,Si
0000011843,Papilomavirus,Si
0000011843,Epidemiología molecular de infecciones,Si
0000011916,Cáncer y patologías relacionadas,Si
0000011916,PAPILOMAVIRUS HUMANO,Si
0000011916,ANTICUERPOS MONOCLONALES CD5 POR CITOMETRIA DE FLUJO,Si
0000752908,Inmunología,Si
0000752908,Enfermedades infecciosas,Si
0000752908,Vacunas,No
0000752908,Ensayos Clinicos,No
0000752908,Inmunologia de la Tuberculosis,Si
0000489026,ENFERMEDAD TROFOBLASTICA GESTACIONAL,No
0000489026,Nanotoxicidad,No
0000489026,CANCER GASTRICO,No
0000489026,Obtención de desarrollo de moleculas organicas de interes biológico a partir de productos naturales,No
0000489026,Moléculas de interés antineoplásico,No
0000489026,CÁNCER DE CUELLO UTERINO,No
0000456551,Virologia,No
0000456551,inmunología contra  microorganismo,Si
0000456551,Respuesta Inmune Adaptativa,Si
0000348570,Construcción de Soluciones Software Inteligentes,Si
0000348570,Procesos de Desarrollo,Si
0000348570,Sistemas Basados en Conocimiento,Si
0000348570,Inteligencia Artificial,Si
0000348570,Ontologías y Web Semántica,Si
0000348570,Gestión del Conocimiento,Si
0001601713,Finanzas,No
0001601713,Econometría,Si
0001601713,Valoración de EBT,Si
0000039177,Gestión de organizaciones,Si
0000039177,Mercadeo estratégico,Si
0000039177,Gestión comercial,Si
0000039177,Modelos de negocio centrados en mercadeo para empresas de base tecnológica de la industria TIC,Si
0000060109,Ciencias del mar,No
0000060109,Física de bajas temperaturas,Si
0000060109,Instrumentación y control de procesos,Si
0000060109,Modelación numérica,Si
0000060109,Inteligencia artificial,Si
0000381233,Desarrollo de Software,Si
0000381233,Telemática,Si
0000346950,Sistemas Expertos,Si
0000346950,Ontologías,Si
0000346950,Web Semantica,Si
0000346950,Maquinas de reglas,Si
0000350397,ontologías,Si
0000165359,Biomecánica,Si
0000165359,Sistemas de Eventos Discretos,Si
0000036639,Modelos de gestión para empresas de base tecnológica,Si
0000036639,Emprendimiento Innovador Universitario,Si
0000036639,Gestión y planeación estratégica,Si
0001436197,Diseño y Desarrollo de Software,Si
0001436197,Mictroelectrónica,No
0001436197,IoT,Si
0001436197,Computación Reconfigurable,Si
0000031614,Semántica y buscadores,Si
0000031614,Big Data,Si
0001167286,Productividad,Si
0001167286,Innovación,Si
0001167286,mecatrónica,Si
0001167286,Gestión del conocimiento y la innovación,Si
0001167286,Transferencia tecnológica,Si
0000032319,Gestión empresarial- Emprendimiento empresarial,Si
0000637939,cadenas de valor,Si
0000637939,"Inteligencia  Competitiva 
Vigilancia Tecnológica
Modelos de negocio",Si
0000637939,emprendimiento,Si
0000637939,Modelos de Negocio,Si
0000276375,Educación virtual,Si
0000276375,Aplicaciones de internet,Si
0000276375,Aplicaciones para dispositivos móviles,Si
0000019776,modelos de negocio,Si
0000019776,inteligencia competitiva,Si
0000019776,Vigilancia tecnológica,Si
0000723584,Gestión y desarrollo empresarial,Si
0000723584,innovación y desarrollo tecnologico,Si
0000723584,Asociatividad empresarial e institucional,Si
0000021880,Sistemas de recomendaciones basados en confianza,Si
0000021880,Tecnologías móviles,Si
0001465825,Monitoreo y gestión Ambiental,Si
0001465825,Recurso hídrico,Si
0001465825,Gestión Ambiental y Ordenamiento Territorial,Si
0001465825,Conservación de Biodiversidad Regional - COBIOR,Si
0001465825,Geosistemas Andinos y Modelos De Antropización - GAMA,Si
0001465825,Agroclimatologia,Si
0001543888,INTELIGENCIA COMPETITVA,Si
0001543888,Modelos de Negocio,Si
0001385212,EMPRENDIMIENTO,Si
0000108109,Articulación de actores,Si
0001475362,Aplicaciones y Servicios sobre Internet,Si
0001475362,Servicios Avanzados de Telecomunicaciones,Si
0001511140,Visión Artificial,Si
0001511140,Vehículos no tripulados,Si
0001511140,Ciencia de datos,Si
0001511140,Sistemas embebidos,No
0001511140,Oceanografía operacional,Si
0001511140,Inteligencia artificial,Si
0001412224,Web Social,Si
0001412224,Aplicaciones y Servicios en Internet,Si
0001475417,Servicios Avanzados de Telecomunicaciones,Si
0001475417,Aplicaciones y Servicios sobre Internet,Si
0000082866,Robótica médica,Si
0000082866,Robótica,Si
0000472760,Desarrollo Humano,Si
0000472760,SALUD Y MOVIMIENTO CORPORAL HUMANO,Si
0000472760,Deporte y actividad física como medio político social,Si
0001469933,TIC,Si
0001469933,Desarrollo Urbano,No
0001469933,Análisis de Políticas Públicas,No
0000021883,Tecnologías Móviles,Si
0000021883,IoT,Si
0000021883,Sistemas de Recomendaciones,Si
0000021883,Videojuegos,Si
0000021883,Realidad Virtual Colocalizada,Si
0000024519,Apropiación social de la ciencia y la tecnología,Si
0000024519,Sistemas tecnológicos de alto impacto,Si
0000024519,Gestión del conocimiento y la innovación,Si
0001448280,Optimización,Si
0001448280,Álgebra lineal numérica,Si
0000273376,Análisis Numérico,No
0000273376,Programación Lineal,No
0000273376,Programación No Lineal,No
0000273376,Investigación de Operaciones,No
0000273376,Fisología del ejercicio,Si
0000273376,Biomatemática,Si
0000273376,Optimización numérica,Si
0000273376,Numerical Optimization,Si
0001389848,Matemática Aplicada,Si
0001389848,Optimización,Si
0001022024,optimización matemática,Si
0001398949,Optimización,Si
0000119871,Optimización,Si
0000720020,Biomateriales metálicos y modificación de superficies,Si
0000720020,Procesamiento e caracterización de aleaciones de titanio para aplicacion biomédica,Si
0000720020,Difracción de rayos X de alta energia in situ con simulación termomecanica usando Radiación Sincrotrón,Si
0000720020,Caracterizacion Fisicoquimica de Materiales,Si
0000720020,Materiales Ceramicos,Si
0000720020,Biopolímeros a a partir de residuos sólidos,Si
0001065769,Diseño Mecatrónico,Si
0001065769,Robótica e inteligencia computacional - STEM,Si
0001065769,Coffee Industry 4.0,Si
0001065769,Materiales  e ingeniería sostenible,Si
0001065769,Ingeniería y tecnología,Si
0001065769,Fomento y desarrollo rural,Si
0001742613,Síntesis de materiales vitroceràmicos con estrutura NASICON,Si
0001742613,Conductividad iónica de vitrocerámicas condutoras por ión sódio,Si
0000002241,Mecatronica,Si
0000002241,Tecnologías de la Información y la comunicación,Si
0001666607,Ingeniería de software,Si
0001666607,Sistemas Inteligentes,Si
0001386997,Calidad y mejora continua de los procesos software,No
0001657696,Agricultura de precisión,Si
0001657696,Aprendizaje automático,Si
0001657696,Procesamiento de señales,Si
0001657696,Sistemas de Control,Si
0000862860,Procesamiento de Imágenes,Si
0000862860,Mecanica,Si
0000862860,Sistemas electrónicos y de automatización,Si
0000862860,Analisis de fenomenos físicos,Si
0001566534,Integración Empresarial,Si
0001738730,Visión computacional,Si
0001738730,control,Si
0001742329,Síntesis de vidrios y vitrocerámicas,Si
0001742329,Conductividad iónica de vitrocerámicas condutoras por ión sódio,Si
0000003893,Mecatrónica,Si
0001623116,Automatización y control,Si
0001623116,Robótica e inteligencia computacional,Si
0001623116,Materiales e ingeniería sostenible,Si
0001623116,Sistemas Inteligentes,No
0001623116,Diseño 3D y Prototipado,Si
0001568293,Electrónica y control,Si
0001677408,Investigación tecnológica,No
0000715921,Materiales de Ingenieria,Si
0000715921,Conductividad iónica de vitrocerámicos conductores por ión litio,Si
0000715921,Conductores Iónicos con Base en ZrO2,Si
0000715921,Ciencia y Tecnología de Materiales Cerámicos,Si
0000715921,Materiales para elaboración de phantoms de tejidos biológicos,Si
0001386238,Ingenieria Física,Si
0001386238,Ciencias de los Materiales,Si
0001386238,Procesamiento Digital de Imagenes,Si
0001386238,Inteligencia Artificial,Si
0001524160,Mecatrónica,Si
0001524160,Inteligencia Artificial,Si
0000541370,Finanzas en MIPYMES,Si
0000541370,Administración y de las Organizaciones,Si
0000541370,Innovación y Sector Productivo,Si
0000541370,Robótica Móvil,No
0000541370,Gestión del Conocimiento,Si
0000541370,Aseguramiento de la Calidad en la Educación Superior,Si
0001652628,"Ingenieria de materiales, Nanotecnologia",Si
0000411892,EFICIENCIA ENERGETICA,Si
0000411892,ENERGIAS ALTERNATIVAS,Si
0000411892,Optica y Laser,Si
0000248282,Robótica Móvil,Si
0000248282,Visión Computacional,Si
0001666652,Agricultura e Industria 4.0,Si
0001666652,Sector Eléctrico,Si
0001666652,Robótica e inteligencia computacional,Si
0000144240,Sistemas de Comunicaciones Móviles e Inalámbricos,Si
0000144240,"Gestión Integrada de Redes, Servicios y Arquitecturas de Telecomunicaciones",No
0000881902,Sistema MIMO,Si
0000881902,Gestion de redes,Si
0000881902,Sistemas inalambricos,Si
0000881902,Smart cities,Si
0000881902,Sistemas de 5G,Si
0000274550,Señales y Sistemas de Telecomunicaciones,Si
0000274550,"GESTION INTEGRADA DE REDES,  SERVICIOS Y ARQUITECTURAS DE TELECOMUNICACIONES",Si
0001369740,Teoría de Juegos y Comunicaciones Inalámbricas,Si
0001369740,Pedestrian localization systems,Si
0001407055,Desarrollo Sostenible,Si
0000094879,SCSD,No
0000001497,Etnohistoria de las practicas culinarias regionales,Si
0000001497,"Culinaria, patrimonio cultural, etnografía",Si
0000001497,Conceptualización de la gastronomía como patrimonio cultural,Si
0000001497,Etnografía de los alimentos,Si
